categoria_slug,nombre
cnhs,Desarrollo web con bases de datos
cnhs,Desarrollo creativo de conceptos
cnhs,Desarrollo de anteproyectos
cnhs,Desarrollo de aplicaciones educativas
cnhs,Desarrollo de aplicaciones empresariales
cnhs,Desarrollo de campañas en medios impresos
cnhs,Desarrollo de colores
cnhs,Desarrollo de conceptos
cnhs,Desarrollo de cotizador web
cnhs,Desarrollo de cursos de derecho fiscal
cnhs,Desarrollo de economias verdes
cnhs,Desarrollo de equipos automatizados para pintado de calzado
cnhs,Desarrollo de equipos para pruebas especiales
cnhs,Desarrollo de eventos y presentaciones
cnhs,Desarrollo de firewall
cnhs,Desarrollo de fragancias
cnhs,Desarrollo de habilidades empresariales
cnhs,Desarrollo de herramientas de trabajo en la nube
cnhs,Desarrollo de identidad corporativa
cnhs,Desarrollo de ingenieria en sistemas de seguridad industrial
cnhs,Desarrollo de menu de restaurantes y comedores
cnhs,Desarrollo de paginas web
cnhs,Desarrollo de procesos de fermentacion
cnhs,Desarrollo de produccion automotriz
cnhs,Desarrollo de productos corporativos
cnhs,Desarrollo de proyectos de automatizacion
cnhs,Desarrollo de proyectos de iluminacion
cnhs,Desarrollo de proyectos especiales para alimentos
cnhs,Desarrollo de proyectos para la industria plastica
cnhs,Desarrollo de redes
cnhs,Desarrollo de sistemas intranet
cnhs,Desarrollo de suplementos y aditivos
cnhs,Desarrollo de tecnicas panaderas
cnhs,Desarrollo de web
cnhs,Desarrollo del consumo del acero inoxidable
cnhs,Desarrollo e implementacion de soluciones
cnhs,Desarrollo e investigacion de productos
cnhs,Desarrollo en sistemas de gestion de calidad
cnhs,Desarrollo interactivo
cnhs,Desarrollo profesional de supervisores
cnhs,Desarrollo tecnologico
cnhs,Desarrollo y produccion de especialidades quimicas
cnhs,Desarrollo de alimentos
cnhs,Desarrollo de alimentos funcionales
cnhs,Desarrollo de animaciones web
cnhs,Desarrollo de catalogos interactivos
cnhs,Desarrollo de codigos de conducta
cnhs,Desarrollo de competencias en areas administrativas
cnhs,Desarrollo de competencias para ejecutivos
cnhs,Desarrollo de equipos de seguridad
cnhs,Desarrollo de especialidades petroquimicas
cnhs,Desarrollo de estrategias en la cadena de suministros
cnhs,Desarrollo de formulaciones quimicas
cnhs,Desarrollo de franquicias
cnhs,Desarrollo de imagen grafica
cnhs,Desarrollo de ingenieria
cnhs,Desarrollo de jefes y supervisores
cnhs,Desarrollo de membranas para separacion
cnhs,Desarrollo de mercado
cnhs,Desarrollo de multimedia
cnhs,Desarrollo de parques de atracciones acuaticos
cnhs,Desarrollo de perfiles sensoriales
cnhs,Desarrollo de personal
cnhs,Desarrollo de piezas de inyeccion de aluminio
cnhs,Desarrollo de plantas industriales
cnhs,Desarrollo de plataformas web
cnhs,Desarrollo de procesos de automatizacion industrial
cnhs,Desarrollo de productos con contenido de extractos naturales
cnhs,Desarrollo de productos en aerosol
cnhs,Desarrollo de productos para la industria cosmetica
cnhs,Desarrollo de proyectos de congelacion de alimentos
cnhs,Desarrollo de proyectos en la industria de alimentos
cnhs,Desarrollo de proyectos especiales
cnhs,Desarrollo de proyectos forestales
cnhs,Desarrollo de recursos humanos
cnhs,Desarrollo de requisiciones electronicas
cnhs,Desarrollo de sistemas de franquicias
cnhs,Desarrollo de sistemas de luz ultravioleta
cnhs,Desarrollo de sistemas electronicos con ethernet
cnhs,Desarrollo de sistemas electronicos con memorias extraibles
cnhs,Desarrollo de sistemas electronicos con microcontroladores
cnhs,Desarrollo de sistemas electronicos con touch screen
cnhs,Desarrollo de sistemas electronicos con usb
cnhs,Desarrollo de sistemas electronicos inalambricos
cnhs,Desarrollo de sistemas sensibles al tacto
cnhs,Desarrollo de soluciones de tecnologia de informacion
cnhs,Desarrollo de soluciones quimicas
cnhs,Desarrollo de story board
cnhs,Desarrollo de supersacos
cnhs,Desarrollo de suplementos alimenticios
cnhs,Desarrollo de tecnicas
cnhs,Desarrollo de tecnologia lte (long term evolution)
cnhs,Desarrollo de tienda en linea para paginas web
cnhs,Desarrollo humano
cnhs,Desarrollo profesional de directores
cnhs,Desarrollo profesional de gerentes
cnhs,Desarrollo y correccion de fallas electricas
cnhs,Desarrollo y diseño de piezas de fibra de carbon
cnhs,Desarrollo y mejoramiento de indicadores
cnhs,Desarrollo y produccion de especialidades petroquimicas
cnhs,Desarrollo y programacion
cnhs,"Desarrollo, arranque y puesta en marcha de proyectos"
cnhs,Desarrollo de aplicaciones moviles
cnhs,Desarrollo de aplicaciones web
cnhs,Desarrollo de empaques y etiquetas
cnhs,Desarrollo de envases
cnhs,Desarrollo de firmware
cnhs,Desarrollo de formulaciones en aerosol
cnhs,Desarrollo de ingenieria conceptual y ejecutiva
cnhs,Desarrollo de materiales avanzados
cnhs,Desarrollo de mezclas de gases medicinales
cnhs,Desarrollo de programas de obra
cnhs,Desarrollo de prototipos
cnhs,Desarrollo de proyectos para generacion de energia electrica a partir de biomasa
cnhs,Desarrollo de sistemas de audio digital
cnhs,Desarrollo de sistemas de gestion de calidad
cnhs,Desarrollo de sistemas de medicion
cnhs,Desarrollo de sistemas electronicos
cnhs,Desarrollo de sistemas electronicos de iluminacion
cnhs,Desarrollo de sistemas electronicos publicitarios
cnhs,Desarrollo de sistemas embebidos
cnhs,Desarrollo de sistemas hidraulicos
cnhs,Desarrollo de soluciones integrales
cnhs,Desarrollo web industrial
cnhs,Desarrollo y montaje de metodos analiticos en laboratorios
cnhs,Desarrollo y optimizacion de productos
b3lq,Instrumentos
b3lq,"Instrumentos para traumatologia (clavos, placas, tornillos)"
b3lq,Instrumentos musicales
b3lq,Instrumentos para cirugia plastica
b3lq,Instrumentos para cirugia
b3lq,Instrumentos de medicion
b3lq,Instrumentos para odontologia
b3lq,Instrumentos quirurgicos
b3lq,Instrumentos de medicion y control
b3lq,Instrumentos de control
b3lq,Instrumentos para mecanica de suelos
b3lq,Instrumentos de medicion de ruido
b3lq,Instrumentos de medicion electrica
b3lq,Instrumentos (de control y medición)
b3lq,Instrumentos de laboratorio para microbiologia
b3lq,Instrumentos cientificos para laboratorio
b3lq,Instrumentos de medicion y control de nivel en tanques
b3lq,Instrumentos oftalmicos
b3lq,Instrumentos para control de flujo
b3lq,Instrumentos analiticos
b3lq,Instrumentos opticos
b3lq,Instrumentos portatiles para deteccion de gases
b3lq,Instrumentos de control y medicion
b3lq,Instrumentos de laboratorio de quimica industrial
b3lq,Instrumentos de topografia
b3lq,Instrumentos meteorologicos
b3lq,Instrumentos para analisis vibratorio
b3lq,Instrumentos para control de nivel
b3lq,Instrumentos para control de presion
b3lq,Instrumentos para controlar y medir la calidad del agua
b3lq,Instrumentos para muestreo del aire
b3lq,Instrumentos de medicion de presion portatiles
b3lq,Instrumentos de medicion para las artes graficas
b3lq,Instrumentos de microelectroforesis
b3lq,Instrumentos de prueba para uso en laboratorios de medicion
b3lq,Instrumentos fotograficos para laboratorio
b3lq,Instrumentos luminosos
b3lq,"Instrumentos para analisis (véase también: analizadores, aparatos)"
b3lq,Instrumentos para analisis de nutrientes en suelos
b3lq,Instrumentos para el oido
b3lq,Instrumentos para electroforesis
b3lq,Instrumentos para laboratorio de medicion
b3lq,Instrumentos para tablero analogicos y digitales
b3lq,Instrumentos de control de calidad
b3lq,Instrumentos de diagnostico
b3lq,Instrumentos de difraccion y fluorescencia
b3lq,Instrumentos de inspeccion
b3lq,Instrumentos de laboratorio
b3lq,Instrumentos de lectura electrostatica
b3lq,Instrumentos de medicion de densidad
b3lq,Instrumentos de medicion electricos y de temperatura
b3lq,Instrumentos de presion
b3lq,"Instrumentos de tablero, analogicos y digitales"
b3lq,Instrumentos de torque
b3lq,Instrumentos digitales
b3lq,Instrumentos para aplicaciones sencillas
b3lq,Instrumentos para el manejo de material radiactivo
b3lq,Instrumentos para pruebas electricas
b3lq,Instrumentos rectales
b3lq,Instrumentos de control de procesos
b3lq,Instrumentos de control de sistemas de produccion de agua purificada
b3lq,Instrumentos de deteccion medica
b3lq,Instrumentos de escritura
b3lq,Instrumentos de evaporacion de solventes
b3lq,Instrumentos de investigacion
b3lq,Instrumentos de laboratorio (reparación)
b3lq,Instrumentos de medicion de contenido de ceniza en minerales
b3lq,Instrumentos de medicion de flujo
b3lq,Instrumentos de medicion multifuncionales
b3lq,Instrumentos de medicion optica
b3lq,Instrumentos de medicion para papel
b3lq,Instrumentos de medicion por transmision
b3lq,Instrumentos de monitoreo para vibracion
b3lq,Instrumentos de precision
b3lq,Instrumentos de prueba
b3lq,Instrumentos fijos para deteccion de gases
b3lq,Instrumentos ginecologicos
b3lq,Instrumentos neurologicos
b3lq,Instrumentos para calderas y hornos
b3lq,Instrumentos para control de procesos
b3lq,Instrumentos para control de temperatura
b3lq,Instrumentos para la medicion de area superficial
b3lq,Instrumentos para laboratorio
b3lq,Instrumentos portatiles
b3lq,Instrumentos portatiles para la medicion de parametros electricos en baja tension
b3lq,Instrumentos toracicos y cardiovasculares
b3lq,Instrumentos acusticos
b3lq,Instrumentos bipolares
b3lq,Instrumentos de audio
b3lq,Instrumentos de bolsillo
b3lq,Instrumentos de control de concentracion de particulas
b3lq,Instrumentos de determinacion de peso en banda y densidad
b3lq,Instrumentos de evaluacion medica
b3lq,Instrumentos de extraccion
b3lq,Instrumentos de laboratorio para medicion
b3lq,Instrumentos de medicion de estabilidad
b3lq,Instrumentos de medicion de humedad (no atmosferica)
b3lq,Instrumentos de medicion de nivel
b3lq,Instrumentos de medicion de radiacion
b3lq,Instrumentos de medicion de solidos contenidos en fluidos
b3lq,Instrumentos de medicion de temperatura
b3lq,Instrumentos de medicion de temperatura y humedad para almacenes
b3lq,Instrumentos de medicion de temperatura y humedad para farmacias
b3lq,"Instrumentos de medicion de temperatura, humedad, presion y velocidad para smartphone"
b3lq,Instrumentos de medicion de tension del cable
b3lq,Instrumentos de medicion electronica
b3lq,Instrumentos de prensa
b3lq,Instrumentos de registro e indicacion
b3lq,Instrumentos digitales de medicion
b3lq,Instrumentos electricos
b3lq,Instrumentos intestinales
b3lq,Instrumentos laparoscopicos bipolares
b3lq,Instrumentos modulares
b3lq,Instrumentos neurocirurgicos
b3lq,Instrumentos para basculas
b3lq,Instrumentos para cromatografia liquida
b3lq,Instrumentos para medicion de tamaño y distancia de la pupila
b3lq,Instrumentos para medidores de aire
b3lq,Instrumentos para ortopedia
b3lq,Instrumentos para vias urinarias
b3lq,Instrumentos portatiles de medicion
b3lq,Instrumentos portatiles para la medicion de parametros electricos en alta tension
b3lq,Instrumentos portatiles para medicion de sangre
b3lq,Instrumentos traqueales
b3lq,Instrumentos balanceadores dinamicos
b3lq,Instrumentos biomedicos
b3lq,Instrumentos de calibracion y prueba
b3lq,Instrumentos de dibujo
b3lq,Instrumentos de difraccion de rayos x para peliculas delgadas
b3lq,Instrumentos de evaluacion nutrimental
b3lq,Instrumentos de medicion 3d
b3lq,Instrumentos de medicion de contaminacion
b3lq,Instrumentos de medicion de humedad portatiles
b3lq,Instrumentos de medicion de presion
b3lq,Instrumentos de medicion de temperatura sin contacto
b3lq,Instrumentos de medicion para laboratorio
b3lq,Instrumentos de medicion para tablero
b3lq,Instrumentos de monitoreo para lineas de produccion de agua purificada
b3lq,Instrumentos de nivel y control de nivel en tanques
b3lq,Instrumentos de procesos
b3lq,Instrumentos de prueba nanotribologicos cuantitativos
b3lq,Instrumentos de prueba y analisis
b3lq,Instrumentos de punto de rocio
b3lq,Instrumentos de vision y movimiento
b3lq,Instrumentos didacticos
b3lq,Instrumentos digitales para ensayos en estructuras
b3lq,Instrumentos electro analiticos
b3lq,Instrumentos electro analiticos para agricultura
b3lq,Instrumentos electro analiticos para laboratorio
b3lq,Instrumentos electro analiticos para tratamiento de agua
b3lq,Instrumentos electromagneticos
b3lq,Instrumentos nucleares
b3lq,Instrumentos ortopedicos
b3lq,Instrumentos para cromatografia de gases
b3lq,Instrumentos para hematologia e histologia
b3lq,Instrumentos para hospitales
b3lq,Instrumentos para mantenimiento de equipo de medicion
b3lq,Instrumentos para medicion de color por transmision
b3lq,Instrumentos para medicion de dicroismo vibracional
b3lq,Instrumentos para medidores ambientales
b3lq,Instrumentos para muestras biologicas
b3lq,Instrumentos para patologia
b3lq,Instrumentos portatiles para la medicion de parametros electricos
b3lq,Instrumentos portatiles para la medicion de parametros electricos en mediana tension
b3lq,Instrumentos analiticos de resonancia magnetica nuclear
b3lq,Instrumentos analiticos para fabricacion de farmacos
b3lq,Instrumentos automatizados de laboratorio
b3lq,Instrumentos de adquisicion de datos
b3lq,Instrumentos de anestesia
b3lq,Instrumentos de difraccion de rayos de cristal unico
b3lq,Instrumentos de difraccion de rayos x para materiales a granel
b3lq,Instrumentos de difraccion de rayos x para polvos amorfos
b3lq,Instrumentos de difraccion de rayos x para polvos cristalinos
b3lq,Instrumentos de espectroscopia de resonancia magnetica
b3lq,Instrumentos de extraccion de acidos nucleicos automatizados
b3lq,Instrumentos de laboratorio de vidrio
b3lq,Instrumentos de medicion 3d portatiles
b3lq,Instrumentos de medicion de salinidad
b3lq,Instrumentos de medicion laser
b3lq,Instrumentos de medicion medica
b3lq,Instrumentos de medicion para el analisis de gases de combustion
b3lq,Instrumentos de medicion para ph
b3lq,Instrumentos de precision analiticos
b3lq,Instrumentos de proceso para analisis de agua
b3lq,Instrumentos de prueba nanomecanicos
b3lq,Instrumentos de seguridad
b3lq,Instrumentos de temperatura constante (véase también: aparatos de temperatura constante)
b3lq,Instrumentos dermales
b3lq,Instrumentos hplc
b3lq,Instrumentos industriales
b3lq,Instrumentos para el control de calidad
b3lq,Instrumentos para equipo medico especializado
b3lq,Instrumentos para estudios preclinicos
b3lq,Instrumentos para medicion de superficies
b3lq,Instrumentos para microtomografia para estudios preclinicos
b3lq,Instrumentos para transferencia de custodia
b3lq,Instrumentos sanitarios para procesos alimenticios
b3lq,Instrumentos sanitarios para procesos biotecnologicos
b3lq,Instrumentos sanitarios para procesos farmaceuticos
b3lq,Instrumentos tipo vortex
b3lq,Instrumentos topograficos
b3lq,Instrumentos ultrasonicos
b3lq,Instrumentos sanitarios
f1jy,Metil
f1jy,Metil bromuro de homatropina
f1jy,Metil etil cetona (m.e.k)
f1jy,Metil celulosa
f1jy,Metil isobutil carbinol mibc (alcohol metil amílico)
f1jy,Metil arseniato de sodio
f1jy,Metil etil cetona (mek)
f1jy,"Metil parabeno (p-hidroxibenzoato de metilo, nipagin)"
f1jy,Metil terbutil eter
f1jy,Metil etil cetoxima
f1jy,Metil isotiazolinona / 2-metil-4-isotiazolin-3-ona
f1jy,Metil nonil cetona
f1jy,Metil sulfonil metano
f1jy,Metil isobutil cetona - mibk
f1jy,Metil propil cetona (mpk)
f1jy,Metil metacrilato (véase: metacrilato de metilo)
f1jy,Metil pirrolidona (n-metil-2-pirrolidona)
f1jy,Metil cloro isotiazolinona
f1jy,"Metilbutanol, 2-metil-4-butanol (alcohol isoamílico)"
f1jy,Metil isobutil cetona
f1jy,Metil 2-metilbutirato
f1jy,Metil iononas
f1jy,Metil paraben sodico
f1jy,Metil amil cetona (mak)
f1jy,Metil paraben
f1jy,Metil celulosa (eter metil celulosa)
f1jy,Metil diglicol
f1jy,"Metil heptin carbonato (metil 2-octanoato, foliona)"
f1jy,Metil ionona gama
f1jy,Metil soyato
f1jy,Metil antranilato (véase: antranilato de metilo)
f1jy,Metil bis tiocianato
f1jy,Metil estireno (alfa-metil estireno)
f1jy,Metil etanolamina (n-metil etanolamina)
f1jy,Metil metacrilato monomero
f1jy,Metil para cresil eter (metil p-cresil éter)
f1jy,Metil parahidroxibenzoato (véase: parahidroxibenzoato de metilo)
f1jy,Metil bromuro
f1jy,Metil carbitol (dietilen glicol monometil eter)
f1jy,Metil hexil cetona
f1jy,Metil hidrogeno polisiloxano
f1jy,Metil acetileno
f1jy,Metil cedrelona
f1jy,Metil cedril cetona
f1jy,"Metil celulosa (clorometano, cloruro de metilo, esencia ártica)"
f1jy,Metil ciclohexil amina
f1jy,Metil dietanol amina (n-metil dietanol amina)
f1jy,Metil hidroxietil celulosa
f1jy,Metil imidazol (2 metilimidazol)
